3801,3850,6594,3759,3483,2479,2021,991,595
3851,3900,6647,3789,3529,2498,2038,1000,599
3901,3950,6702,3819,3568,2517,2054,1007,606
3951,4000,6756,3849,3604,2537,2068,1016,611
4001,4050,6811,3881,3643,2553,2083,1025,617
4051,4100,6864,3908,3684,2573,2101,1032,620
4101,4150,6918,3940,3720,2593,2121,1040,626
4151,4200,6973,3971,3758,2617,2140,1049,630
4201,4250,7026,4000,3802,2642,2164,1057,637
4251,4300,7080,4030,3839,2667,2185,1064,641
4301,4350,7134,4062,3878,2691,2204,1073,646
4351,4400,7189,4090,3914,2716,2226,1081,651
4401,4450,7242,4122,3958,2746,2250,1088,656
4451,4500,7297,4152,3997,2768,2269,1097,662
4501,4550,7351,4182,4034,2792,2291,1105,667
4551,4600,7404,4211,4070,2815,2309,1112,672
4601,4650,7458,4244,4113,2841,2331,1121,677
4651,4700,7513,4272,4149,2866,2353,1129,680
4701,4750,7568,4301,4188,2889,2373,1137,687
4751,4800,7622,4332,4229,2916,2393,1146,691
4801,4850,7675,4362,4270,2939,2415,1154,697
4851,4900,7729,4390,4306,2967,2438,1162,700
4901,4950,7782,4422,4344,2995,2460,1170,706
4951,5000,7836,4453,4385,3013,2478,1177,711
